conversation_id,customer_message,gold_intent,predicted_intent,confidence,gold_escalation,predicted_decision,decision_reason,reply,retrieved_evidence
2156996,@AmazonHelp Guide me by step as not able to raise request over there or arrange a call,delivery_tracking,other_or_unclear,0.6452,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1265186"", ""similarity"": 0.207, ""customer_message"": ""@AmazonHelp Request you to merge amazon pay account as per below request. https://t.co/bSvErzg7Ey"", ""historical_response"": ""@416255 Thanks for the update, appreciate your patience while we work on it. ^MJ""}, {""conversation_id"": ""976847"", ""similarity"": 0.1863, ""customer_message"": ""@AmazonHelp Could we arrange a call back?"", ""historical_response"": ""@351683 Sorry, we wouldn't be able to arrange a call via Twitter. Could you please elaborate on your concern? ^KA""}, {""conversation_id"": ""2548593"", ""similarity"": 0.1826, ""customer_message"": ""@AmazonHelp Can you arrange a call back for me?"", ""historical_response"": ""@724195 We have responded to you via DM. Please check. ^PJ""}]"
2220012,@AmazonHelp c'est impossible de le faire pour cette commande j'ai le screen si vous voulez en DM,payment_or_card_charge,other_or_unclear,0.8272,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1467425"", ""similarity"": 0.2377, ""customer_message"": ""@AmazonHelp C'est fait en DM"", ""historical_response"": ""@460613 Bonsoir,\nPourriez-vous fournir plus de d\u00e9tails?\n^MD""}, {""conversation_id"": ""2962655"", ""similarity"": 0.2352, ""customer_message"": ""@AmazonHelp C'est fait j'viens de vous dm"", ""historical_response"": ""@817520 C'est not\u00e9, nous vous avons r\u00e9pondu \u00e9galement \u00e0 votre DM.\n^KE""}, {""conversation_id"": ""388528"", ""similarity"": 0.2305, ""customer_message"": ""@AmazonHelp @207930 L\u00ea? Co\u00e9 talarico!!\ud83d\ude02\ud83d\ude02"", ""historical_response"": ""@207930 L\u00ea, no momento n\u00e3o temos previs\u00e3o, mas continua de olho no site e m\u00eddias sociais para ficar sabendo das novidades. \u2764 ^DA""}]"
2220212,@AmazonHelp Exact,prime_membership_or_benefits,other_or_unclear,0.9144,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""492260"", ""similarity"": 0.3925, ""customer_message"": ""@AmazonHelp it is the exact same item"", ""historical_response"": ""@232325 Different items will have different shipping times, Alex.  Have we been missing our delivery dates listed in the email confirmations? You can find more information about how delivery dates are calculated here: https://t.co/W4uPlQCGow ^FR""}, {""conversation_id"": ""2367292"", ""similarity"": 0.2593, ""customer_message"": ""@AmazonHelp https://t.co/9yF2VPSumM i believe. To be exact its for shipping to the netherlands."", ""historical_response"": ""@683324 Thanks for that information! You can find some helpful information on International Shipping from https://t.co/nUUp5MLhYl here: https://t.co/o6KxP3oJwf I hope this helps! ^AD""}, {""conversation_id"": ""457732"", ""similarity"": 0.2501, ""customer_message"": ""@AmazonHelp Yes, I\u2019ve unfortunately become quite well versed in contacting support for this exact issue."", ""historical_response"": ""@223702 I'm so sorry for the frustration, Mitchell! Have you reached out to us via phone or chat for available options? You can do so here: https://t.co/hApLpMlfHN ^JP""}]"
2230009,@AmazonHelp Pls keep on lisning.i hv faced some problm sometimes.please b with me.😀,account_email_or_login,other_or_unclear,0.6666,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""991002"", ""similarity"": 0.2874, ""customer_message"": ""@AmazonHelp Pls Add @43522 Shows"", ""historical_response"": ""@354742 We'll keep on adding new content once available with us. Kindly stay tuned. ^MJ""}, {""conversation_id"": ""1876815"", ""similarity"": 0.2478, ""customer_message"": ""@AmazonHelp Pls contact"", ""historical_response"": ""@560257 Apologies for the stretch, I'd like to help you, please fill this form: https://t.co/beaaDm0muc &amp; I\u2019ll contact you soon.^AH""}, {""conversation_id"": ""775398"", ""similarity"": 0.2468, ""customer_message"": ""@AmazonHelp Pls call on 9370738783"", ""historical_response"": ""@305267 Please don't provide your order details, as we consider it to be personal info. Our page is visible to the public. 2/2 ^PS""}]"
2252909,@AmazonHelp Is that a US-only link you have sent me? I'm in the UK so it doesn't work,payment_or_card_charge,other_or_unclear,0.5753,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.58 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1543268"", ""similarity"": 0.2541, ""customer_message"": ""@AmazonHelp This has been widely reported in the press releases 2 weeks ago in the UK so either bad journalism or Amazon leading us all on"", ""historical_response"": ""@474144 I'm sorry, we don't have information on future releases. Keep checking back on the site for the most up to date information.""}, {""conversation_id"": ""2985503"", ""similarity"": 0.2539, ""customer_message"": ""@AmazonHelp Not in the UK, I'm in the US."", ""historical_response"": ""@158486 Hi, sorry about the wrong link being sent. Here is the correct link: https://t.co/hApLpMlfHN ^CR""}, {""conversation_id"": ""487708"", ""similarity"": 0.2462, ""customer_message"": ""@AmazonHelp Link doesn\u2019t work"", ""historical_response"": ""@231089 Apologies. Try this link - https://t.co/v5Hyf1hGyi Should you wish to get in touch directly, you can do so here - https://t.co/Q7Ftz6nj80 ^TP""}]"
2281552,"@AmazonHelp Pues para la semana que viene más o menos. Pero Taylor está poniendo ahora las fotos en Twitter y dando me gustas a tweets de gente con el album y la revista, cosa que no me va a pasar porqur todavía no los tengo.",prime_membership_or_benefits,other_or_unclear,0.5071,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.51 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2683499"", ""similarity"": 0.2736, ""customer_message"": ""@AmazonHelp \u00a1Claro! Tendr\u00e9is noticias de mis compras \ud83d\udc4d\ud83c\udffc\ud83d\ude38"", ""historical_response"": ""@754795 \u00a1Genial! Espero que encuentres todo lo que quieres comprar. Mantennos al tanto \ud83d\ude03\ud83c\udf1e\nSaludos,\n^DB""}, {""conversation_id"": ""111938"", ""similarity"": 0.2247, ""customer_message"": ""@AmazonHelp Vendido por KC Navigation y gestionado por Amazon."", ""historical_response"": ""@140861 Icardi, en este caso puedes contactar con Servicio al Cliente para poder obtener m\u00e1s detalles: https://t.co/ELG4WGy5rC ^DS""}, {""conversation_id"": ""1277111"", ""similarity"": 0.2166, ""customer_message"": ""@AmazonHelp No, me lo dijeron ayer. Pero la cuesti\u00f3n es que garantiz\u00e1steis entrega ayer, ahora tengo que esperar al martes? Para eso no pago Prime."", ""historical_response"": ""@418906 Isabel, \u00bfpodr\u00edas confirmarnos si este plazo de 24 a 48 horas laborales han pasado? ^DA""}]"
2301054,@AmazonHelp Yes we have. And it clearly wasnt used.,refund_return_or_cancellation,other_or_unclear,0.643,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2530695"", ""similarity"": 0.591, ""customer_message"": ""@AmazonHelp Yes we have?!"", ""historical_response"": ""@720370 Can you contact us here: https://t.co/JzP7hlA23B? ^MC""}, {""conversation_id"": ""277849"", ""similarity"": 0.591, ""customer_message"": ""@AmazonHelp Yes we have"", ""historical_response"": ""@159118 You may find all the correspondences from us here: https://t.co/NTkrxpsbHJ 2/2 ^MJ""}, {""conversation_id"": ""2922623"", ""similarity"": 0.4169, ""customer_message"": ""@AmazonHelp Yes we are \ud83d\udc95"", ""historical_response"": ""@808811 \ud83d\ude0d Whenever, wherever\nWe're meant to be together! \ud83d\ude09 ^ST""}]"
2301895,@AmazonHelp It’s arrived thanks,delivery_tracking,delivery_delay,0.9342,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.93 and best Knowledge similarity 0.63 meet the auto-handle thresholds.,Thanks for the update! Let us know if you need any additional help in the near or far future! 😁^KJ,"[{""conversation_id"": ""255750"", ""similarity"": 0.6283, ""customer_message"": ""@AmazonHelp Arrived!  Thanks :)"", ""historical_response"": ""@176831 Thanks for the update! Let us know if you need any additional help in the near or far future! \ud83d\ude01^KJ""}, {""conversation_id"": ""611129"", ""similarity"": 0.5137, ""customer_message"": ""@AmazonHelp It arrived today."", ""historical_response"": ""@265304 We're glad you received your package. Let us know if we can be of help in the future! ^SJ""}, {""conversation_id"": ""1121667"", ""similarity"": 0.3909, ""customer_message"": ""@AmazonHelp It arrived thank you! 4pm yesterday"", ""historical_response"": ""@384575 You're welcome! I'm glad that it finally arrived! Please reach out again if you have a question for us in the future. ^JF""}]"
230820,@AmazonHelp Thank 👍,account_email_or_login,other_or_unclear,0.9801,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""783357"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp Thank u"", ""historical_response"": ""@306984 You're welcome :) ^MM""}, {""conversation_id"": ""787858"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp Thank u"", ""historical_response"": ""@307921 You're welcome. :) ^SA""}, {""conversation_id"": ""2927035"", ""similarity"": 1.0, ""customer_message"": ""@AmazonHelp Thank u"", ""historical_response"": ""@809825 Feedback like this will help us in building better shopping experience. We will pass it on internally and ensure to work on it. ^RW""}]"
2309316,@AmazonHelp I still didn't get the refund,payment_or_card_charge,refund_return_or_cancellation,0.9977,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 1.00 and best Knowledge similarity 0.33 meet the auto-handle thresholds.,Apologies for the ordeal. We've received your revert and are working on it. We'll get back to you soon. ^PS,"[{""conversation_id"": ""317440"", ""similarity"": 0.326, ""customer_message"": ""@AmazonHelp Stills waiting for the refund"", ""historical_response"": ""@127178 Apologies for the ordeal. We've received your revert and are working on it. We'll get back to you soon. ^PS""}, {""conversation_id"": ""422261"", ""similarity"": 0.3002, ""customer_message"": ""@AmazonHelp Last correspondence is transit done and  refund initiate.on 18th almost its more than 5 days over."", ""historical_response"": ""@215583 I apologize for the delay in resolving this issue. Please reply to the email sent to you by our team. We'll help you. ^PJ""}, {""conversation_id"": ""295723"", ""similarity"": 0.2959, ""customer_message"": ""@AmazonHelp Still no revert ????"", ""historical_response"": ""@186439 We've sent a correspondence to your registered email id. Please check the same for more information. ^ZH""}]"
2322235,"@AmazonHelp Merci c'est bon ça s'est débloqué, j'ai réessayé quelques heures plus tard et c'était encore possible :)",refund_return_or_cancellation,other_or_unclear,0.6281,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1219177"", ""similarity"": 0.3086, ""customer_message"": ""@AmazonHelp Merci. C\u2019est fait"", ""historical_response"": ""@406046 Re\u00e7u, merci \u00e0 vous ^KD""}, {""conversation_id"": ""2609332"", ""similarity"": 0.3086, ""customer_message"": ""@AmazonHelp merci, c'est fait!"", ""historical_response"": ""@738018 Je vous en prie. Nous restons \u00e0 votre disposition en cas de besoin. ^SB""}, {""conversation_id"": ""1489411"", ""similarity"": 0.2196, ""customer_message"": ""@AmazonHelp C'est bon j'ai pu t\u00e9l\u00e9charger l'album. Merci.\n\n@230810 @61510"", ""historical_response"": ""@465939 C'est parfait. Nous restons \u00e0 votre disposition en cas de besoin. ^SB""}]"
233442,@AmazonHelp Can you guys just arrange a call? I have no idea if my order is processed or not. Im a prime customer and used Amazon pay for the first time,delivery_tracking,prime_membership_or_benefits,0.5831,ESCALATE,ESCALATE,Escalated because intent confidence 0.58 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2548593"", ""similarity"": 0.228, ""customer_message"": ""@AmazonHelp Can you arrange a call back for me?"", ""historical_response"": ""@724195 We have responded to you via DM. Please check. ^PJ""}, {""conversation_id"": ""527111"", ""similarity"": 0.2138, ""customer_message"": ""@AmazonHelp Not the first time."", ""historical_response"": ""@242000 Did you report this to our support team here: https://t.co/vlvfJrlYEH ? ^AU""}, {""conversation_id"": ""2399570"", ""similarity"": 0.1758, ""customer_message"": ""@AmazonHelp Can you guys call me on \n8108432962"", ""historical_response"": ""@690481 ,as we consider it to be personal information. Our Twitter page is public.(2/2)^AU""}]"
2353882,@AmazonHelp Vielen Dank! Habe gerade mit dem Support gechattet und bin sehr dankbar für die schnelle Lösung.,refund_return_or_cancellation,other_or_unclear,0.8563,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2226481"", ""similarity"": 0.5196, ""customer_message"": ""@AmazonHelp Vielen Dank! Ihr auch \ud83d\ude0a"", ""historical_response"": ""@649935 Dankesch\u00f6n! \ud83d\ude0a ^TG""}, {""conversation_id"": ""2733883"", ""similarity"": 0.4838, ""customer_message"": ""@AmazonHelp Vielen Dank f\u00fcr die schnelle Antwort\ud83d\udc4d Der Whisky steht bereit \ud83d\ude0a"", ""historical_response"": ""@766275 Und jetzt die frohe Botschaft: Die 10. Folge von Outlander ist online. Prost \ud83c\udf7e und viel Spa\u00df ^BL""}, {""conversation_id"": ""2276538"", ""similarity"": 0.4756, ""customer_message"": ""@AmazonHelp Vielen Dank. Habe gerade eine E-Mail verschickt."", ""historical_response"": ""@662107 Super! Bitte \ud83d\ude0a""}]"
2364654,"@AmazonHelp Ok, grazie dell'info!",account_email_or_login,other_or_unclear,0.9119,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2265545"", ""similarity"": 0.8094, ""customer_message"": ""@AmazonHelp Ok grazie"", ""historical_response"": ""@659464 A te, rimaniamo a disposizione. ^BC""}, {""conversation_id"": ""2449400"", ""similarity"": 0.3787, ""customer_message"": ""@AmazonHelp Ok"", ""historical_response"": ""@491543 Kindly keep us posted if the issue persists. ^AP""}, {""conversation_id"": ""789623"", ""similarity"": 0.3787, ""customer_message"": ""@AmazonHelp Ok"", ""historical_response"": ""@149470 Stay tuned for updates.. ^AP""}]"
2392624,"@AmazonHelp your executive just replied that they can help me till 17th of nov, but that is a gift whose bday is on 16th i can't wait till that, time and he was just not understanding the issue #saynottoamazon.in",payment_or_card_charge,other_or_unclear,0.4003,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.40 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""439126"", ""similarity"": 0.2156, ""customer_message"": ""@AmazonHelp I did. But they seem to be not understanding the issue"", ""historical_response"": ""@184090 Kindly share your details here: https://t.co/GIJyeYqKE0 and I'll look into this. ^SG""}, {""conversation_id"": ""1873815"", ""similarity"": 0.1808, ""customer_message"": ""@AmazonHelp Can't wait!!! \u2764"", ""historical_response"": ""@559446 Enjoy Kelly! ^KM""}, {""conversation_id"": ""2628913"", ""similarity"": 0.1754, ""customer_message"": ""@AmazonHelp Well the initial date was the 17th of Nov. However, as of about 10 mins ago changed to 22nd of Nov"", ""historical_response"": ""@135824 I'm sorry for this wait for your order. What was the delivery estimate given at Checkout? You can check here: https://t.co/aaDyEz1VgE ^DO""}]"
239639,"@AmazonHelp Your number has been blocked from receiving calls from our Call Me service.
Is this the way you help?",prime_membership_or_benefits,other_or_unclear,0.6798,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2497424"", ""similarity"": 0.2658, ""customer_message"": ""@AmazonHelp My call/Chat is blocked, why ?\n\u201cYour computer has been blocked from our Live Chat service. Please contact us by e-mail for assistance.\u201d"", ""historical_response"": ""@712660 I\u2019d like to help you with the issue. Please fill this form: https://t.co/beaaDm0muc and I\u2019ll contact you at the earliest ^RD""}, {""conversation_id"": ""694351"", ""similarity"": 0.2575, ""customer_message"": ""@AmazonHelp The question is not how will I contact u, the question is on what basis my number has been blocked from call back service ?"", ""historical_response"": ""@176232 I get your disappointment. Kindly connect with us via chat/email so that we can help. ^SG""}, {""conversation_id"": ""2478881"", ""similarity"": 0.2222, ""customer_message"": ""@AmazonHelp Why is my number blocked from receiving call backs ?"", ""historical_response"": ""@708444 We'll not be able to check this on Social Media. Kindly write to us via the above link and we'll investigate. ^SG""}]"
2412621,@AmazonHelp Gracias. De verdad que estoy pegado a la pantalla 😂,prime_membership_or_benefits,other_or_unclear,0.8147,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""886181"", ""similarity"": 0.4039, ""customer_message"": ""@AmazonHelp Gracias. De verdad me hace mucha falta lo que ped\u00ed."", ""historical_response"": ""@330421 Puedes estar tranquila que vamos a ayudarte. Que tengas un feliz fin de semana Valeria. ^JJ""}, {""conversation_id"": ""317498"", ""similarity"": 0.2964, ""customer_message"": ""@AmazonHelp Gracias."", ""historical_response"": ""@191775 Reach us here: https://t.co/hApLpMlfHN so we can take a look for you.^CD""}, {""conversation_id"": ""472393"", ""similarity"": 0.2964, ""customer_message"": ""@AmazonHelp \u00a1Gracias!"", ""historical_response"": ""@227499 Con mucho gusto, estamos aqu\u00ed para ayudarte. ^VM""}]"
2439627,@AmazonHelp Thanks for replying. I'm on my Windows 10 PC. I've restarted the browser (Chrome) and the entire PC to no avail.,payment_or_card_charge,other_or_unclear,0.5823,AUTO-HANDLE,ESCALATE,Escalated because intent is other_or_unclear; intent confidence 0.58 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1003636"", ""similarity"": 0.4311, ""customer_message"": ""@AmazonHelp Pixel with Amazon app, windows 10 pc with Google chrome browser, different windows 10 pc with MS edge browser"", ""historical_response"": ""@357555 I'm so sorry for the trouble! We'd like to look into this with you. Please call or chat with us: https://t.co/hApLpMlfHN ^MH""}, {""conversation_id"": ""222810"", ""similarity"": 0.3293, ""customer_message"": ""@AmazonHelp \u518d\u8a2d\u5b9a\u304c\u5b8c\u4e86\u3057\u305f\u3059\u3050\u5f8c\u306b\u3001\u305d\u306e\u30d1\u30b9\u30ef\u30fc\u30c9\u3092\u6253\u3061\u8fbc\u3093\u3067\u3082\u300c\u554f\u984c\u304c\u767a\u751f\u3057\u307e\u3057\u305f\u3002\u30d1\u30b9\u30ef\u30fc\u30c9\u304c\u6b63\u3057\u304f\u3042\u308a\u307e\u305b\u3093\u300d\u3068\u8868\u793a\u3055\u308c\u3066\u3057\u307e\u3044\u307e\u3059\u3002\u30d6\u30e9\u30a6\u30b6\u3092\u5909\u3048\u305f\u308a\u3001PC\u3001\u30b9\u30de\u30db\u306e\u4e21\u65b9\u3067\u8a66\u3057\u3066\u3082\u3060\u3081\u3067\u3057\u305f\u3001\u3001"", ""historical_response"": ""@169217 \u30ea\u30d7\u30e9\u30a4\u3042\u308a\u304c\u3068\u3046\u3054\u3056\u3044\u307e\u3059\u3002\u304a\u624b\u6570\u3067\u3059\u304c\u30ab\u30b9\u30bf\u30de\u30fc\u30b5\u30fc\u30d3\u30b9\uff080120-999-373\uff09\u3078\u304a\u96fb\u8a71\u306b\u3066\u304a\u554f\u3044\u5408\u308f\u305b\u304f\u3060\u3055\u3044\u3002\u3069\u3046\u305e\u3088\u308d\u3057\u304f\u304a\u9858\u3044\u3044\u305f\u3057\u307e\u3059\u3002SK""}, {""conversation_id"": ""1936479"", ""similarity"": 0.2537, ""customer_message"": ""@AmazonHelp Yes to no avail"", ""historical_response"": ""@576126 I get your concern regarding the delivery. If you are not satisfied with the response from our support team, please share your details here: https://t.co/GIJyeYqKE0 and we will assist you further. ^BS""}]"
2440749,"@AmazonHelp Eu cancelei o pedido do dia 01/11 e fiz de novo no dia 10/11... eu comprei o “Pretty Happy” que tbm é importado e chegou em 3 dias, sabe? Não quero que faturem a compra em dezembro poxa https://t.co/2eKTE9MdoU",refund_return_or_cancellation,gift_card_or_promotion,0.3265,AUTO-HANDLE,ESCALATE,Escalated because intent confidence 0.33 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1262232"", ""similarity"": 0.244, ""customer_message"": ""@AmazonHelp eu dividi a compra em 2 vezes, ser\u00e1 que aconteceu algum problema? n\u00e3o quero perder aquele desconto"", ""historical_response"": ""@415651 Contate-nos pelo SAC para verificar essa informa\u00e7\u00e3o: https://t.co/Qzzg8y1LhY ^VL""}, {""conversation_id"": ""182905"", ""similarity"": 0.2256, ""customer_message"": ""@AmazonHelp como eu comprei em pr\u00e9-venda, a data s\u00f3 seria estimada no dia 2/10, no lan\u00e7amento. mas agora s\u00f3 diz que o livro est\u00e1 fora de estoque..."", ""historical_response"": ""@159033 Victoria, voc\u00ea receber\u00e1 um e-mail informando a data estimada de entrega do seu pedido quando o mesmo seja enviado. ^HC""}, {""conversation_id"": ""1378683"", ""similarity"": 0.2147, ""customer_message"": ""@AmazonHelp Eu comprei os dois no mesmo dia pois preciso que ambos sejam entregues no mesmo dia"", ""historical_response"": ""@440957 Oi Jedi, o que aconteceu? Como podemos te ajudar? ^JD""}]"
2488902,"@AmazonHelp It just says tomorrow. And seriously, I was in, nobody came to the door, I was by it once the map said the driver left the previous delivery. And I can't stay in all of tomorrow! https://t.co/Lx22aiekgW",account_email_or_login,delivery_delay,0.8693,AUTO-HANDLE,ESCALATE,Escalated because best Knowledge similarity 0.18 is below 0.20.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""296397"", ""similarity"": 0.179, ""customer_message"": ""@AmazonHelp It\u2019s just says arriving"", ""historical_response"": ""@133051 Has the delivery date that was provided to you in your order confirmation passed yet? ^BV""}, {""conversation_id"": ""354668"", ""similarity"": 0.1645, ""customer_message"": ""@AmazonHelp AMAZON. I saw the truck, the driver scan the packages and left. Didnt bother to go to the door"", ""historical_response"": ""@200299 We'd like to take a look into this with you. At your nearest convenience, please send your info here: https://t.co/zPkAKgCQJN ^GM""}, {""conversation_id"": ""335210"", ""similarity"": 0.1589, ""customer_message"": ""@AmazonHelp The driver was not delivering to me."", ""historical_response"": ""@195902 Understood. If possible, please provide the time and cross streets where this happened when using our link. ^JR""}]"
2490574,@AmazonHelp Happens on my PC and my phone. App loads to this screen but I don’t see any settings regarding 1click+music https://t.co/dEcsEJO2S2,payment_or_card_charge,website_app_or_technical_issue,0.8647,ESCALATE,AUTO-HANDLE,Intent confidence 0.86 and best Knowledge similarity 0.25 meet the auto-handle thresholds.,We'd like to look into this with you in real-time. Please reach us here:  ^AG,"[{""conversation_id"": ""1716705"", ""similarity"": 0.2452, ""customer_message"": ""@AmazonHelp My PC specifications are:\nIntel i5-4690 @ 3.5GHz\n16GB DDR3 RAM\nRadeon R9 380 4GB Graphics card.\n240GB SSD\nMy PC is more than capable for it"", ""historical_response"": ""@519852 We'd like to look into this with you in real-time. Please reach us here: https://t.co/JzP7hlA23B ^AG""}, {""conversation_id"": ""1499909"", ""similarity"": 0.2242, ""customer_message"": ""@AmazonHelp Thanks!"", ""historical_response"": ""@468221 Please reach out to us here: https://t.co/JzP7hlA23B via phone or chat so we can review options! ^MT""}, {""conversation_id"": ""2511732"", ""similarity"": 0.2056, ""customer_message"": ""@AmazonHelp I can not see this on my amazon settings.. https://t.co/dl9FdPx4KI"", ""historical_response"": ""@715881 Emma, I'm sorry you're having trouble locating the cancel option. Please reach out to us here: https://t.co/JzP7hlA23B so we may provide you with real-time troubleshooting assistance. ^SY""}]"
2508110,"@AmazonHelp Yeah, I ordered something else and it worked. Shipping wasn't mentioned; but, must have been the problem. I'd make that more transparent. Thanks for the quick reply.",gift_card_or_promotion,delivery_delay,0.5636,AUTO-HANDLE,ESCALATE,Escalated because intent confidence 0.56 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2111111"", ""similarity"": 0.3544, ""customer_message"": ""@AmazonHelp Thanks for the Quick reply!"", ""historical_response"": ""@622715 You're welcome. Do keep us posted for any further concerns. ^KH""}, {""conversation_id"": ""2707597"", ""similarity"": 0.3544, ""customer_message"": ""@AmazonHelp Thanks for the quick reply. \ud83d\ude0a"", ""historical_response"": ""@760369 You're very much welcome! Contact us anytime! ^SK""}, {""conversation_id"": ""584577"", ""similarity"": 0.3059, ""customer_message"": ""@AmazonHelp Done, thanks for the quick reply."", ""historical_response"": ""@257945 Thanks for reaching out to us about this. For details on how to report this, please see here: https://t.co/u0H3l2dkcf ^CO""}]"
2509302,"@AmazonHelp Hi, Apologies for the delayed reply, I've sent an email at long last :), Thanks",refund_return_or_cancellation,delivery_delay,0.5738,AUTO-HANDLE,ESCALATE,Escalated because intent confidence 0.57 is below 0.60.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""2670050"", ""similarity"": 0.3835, ""customer_message"": ""@AmazonHelp Thank you, I've sent an email."", ""historical_response"": ""@751953 Hi Emily- We wouldn't have access to any account or order info from here. Can you contact us directly via the below link please: https://t.co/6CZgdKz25q Thank you ^NV""}, {""conversation_id"": ""1733074"", ""similarity"": 0.3241, ""customer_message"": ""@AmazonHelp I sent an email"", ""historical_response"": ""@138640 Keep is posted.^CD""}, {""conversation_id"": ""2422705"", ""similarity"": 0.2989, ""customer_message"": ""@AmazonHelp Have sent an email :)"", ""historical_response"": ""@407773 So sorry for the trouble! We'd like to look into this in more detail with you. When you have the chance, please reach out to us here: https://t.co/JzP7hlA23B so we can investigate. ^VB""}]"
2511178,@AmazonHelp Iphone 6 plus. And was working perfectly till last evening 😀😀,account_email_or_login,other_or_unclear,0.6759,ESCALATE,ESCALATE,Escalated because intent is other_or_unclear.,"I’m sorry, but I need a support specialist to review this request.","[{""conversation_id"": ""1569537"", ""similarity"": 0.3526, ""customer_message"": ""@AmazonHelp iPhone 7."", ""historical_response"": ""@484116 This title can't be purchased through the app. You can purchase it by going to https://t.co/nUUp5MLhYl on Safari. ^ZW""}, {""conversation_id"": ""2510881"", ""similarity"": 0.2504, ""customer_message"": ""@AmazonHelp iPhone se"", ""historical_response"": ""@715697 I do get your concern. We've already escalated this to our team and we are working on it. This should be resolved soon. ^MM""}, {""conversation_id"": ""359802"", ""similarity"": 0.2504, ""customer_message"": ""@AmazonHelp Iphone Se"", ""historical_response"": ""@201218 Please connect with us here: https://t.co/TdDksLo6Mf and we'll get this checked. ^HD""}]"
2512385,"@AmazonHelp Bonjour, bien sur, 
Livraison : 
Jeudi 26 octobre

Votre mode de livraison : 
Prime - Livraison en 1 jour ouvré",refund_return_or_cancellation,prime_membership_or_benefits,0.8851,AUTO-HANDLE,AUTO-HANDLE,Intent confidence 0.89 and best Knowledge similarity 0.26 meet the auto-handle thresholds.,"D'accord. N'ayant pas accès à votre compte depuis Twitter, je vous invite à vérifier le suivi auprès de notre SAV. ^ARC","[{""conversation_id"": ""224354"", ""similarity"": 0.2619, ""customer_message"": ""@AmazonHelp Bonjour, indiqu\u00e9 sur site UPS: livraison demain en journ\u00e9e. Colis au centre final UPS de meysieu-jonage. Site Amazon: livraison aujourd\u2019hui."", ""historical_response"": ""@169611 D'accord. N'ayant pas acc\u00e8s \u00e0 votre compte depuis Twitter, je vous invite \u00e0 v\u00e9rifier le suivi aupr\u00e8s de notre SAV. ^ARC""}, {""conversation_id"": ""2939256"", ""similarity"": 0.2617, ""customer_message"": ""@AmazonHelp En cours de livraison"", ""historical_response"": ""@801075 Entendu :) Merci de nous tenir inform\u00e9 de la situation, nous restons \u00e0 votre disposition en cas de besoin. ^SA""}, {""conversation_id"": ""1044282"", ""similarity"": 0.2558, ""customer_message"": ""@AmazonHelp Bonjour C10042036133"", ""historical_response"": ""@366923 N'ayant pas acc\u00e8s \u00e0 votre compte depuis Twitter, je vous invite \u00e0 contacter notre SAV via : https://t.co/V90zRBRacA ^FA""}]"
