conversation_id,customer_message,conversation_context,historical_brand_response,proposed_intent,human_intent,human_escalation,human_notes
419392,"@AmazonHelp Books. Btw, thanks for the info.",AmazonHelp: @215017 Amazon does not use PayPal. What are you trying to buy?^CD,"@215017 Which Amazon marketplace are you wanting to purchase from (.com/.co.uk, etc.)? Payment options info: https://t.co/w9PBHSZ394 ^MV",other_or_unclear,,,
428647,@AmazonHelp @AmazonHelp  get lost... Dnt dare to DM me... Else I will complain to PM,AmazonHelp: @167356 We've responded to your query via DM. ^HA,"@167356 Apologies, Mihir. We have already responded you here: https://t.co/OX40UqzUXJ. Request you to check. ^NK",other_or_unclear,,,
43270,@AmazonHelp It was from a third party seller but fulfilled by Amazon.,AmazonHelp: @125588 I'm sure this isn't what you expected to receive! Was this coming from Amazon or a seller on our site? Pls let us know! ^MT,@125588 We'd like to look into available options with you. Please reach out to us by phone here: https://t.co/hApLpMlfHN ^VS,other_or_unclear,,,
469397,"@AmazonHelp I responded i  this email two time,
As usual there is no response
#UNINSTALLAMAZON",AmazonHelp: @133250 Please check in the important messages tab to find the email correspondence which was sent from us and reply to that with your concerns. We'll assist you further. ^SC,"@133250 If you have responded to the email sent by us, we shall write back to you soon. Appreciate your patience and understanding.^SF",other_or_unclear,,,
471577,@AmazonHelp Cnest en cours...,"AmazonHelp: @227290 Bonjour, Je suis sincèrement navré pour ce désagrément. L'avez-vous signalé à notre service?
^YL",@227290 Le service client ne vous a fourni aucun détail/explication ou solution concernant votre cas!,other_or_unclear,,,
485387,"@AmazonHelp Recebi todos, Encontrada, Mindhunter, Percy Jackson e MT mais! vcs entregaram bem antes do prazo, vocês são fodas","AmazonHelp: @230479 Só amor para você, Thalyta 💖 Quais livros você recebeu hoje? ^LG","@230479 Sabíamos que você estava ansiosa demais, Thalyta 😊 Já você sabe qual dessas histórias vai ler primeiro? 🤔 ^LG",other_or_unclear,,,
504978,@AmazonHelp Ainda não! Você me recomenda algum? 😊,"AmazonHelp: @229192 Maravilhoso, Eveline 💖 Já você sabe qual livro vai ler no seu novo Kindle?

-Laura G.","@229192 Eveline, você tem autores favoritos? 🤔💕✨ ^NB",other_or_unclear,,,
526527,@AmazonHelp Yes I have.,AmazonHelp: @241849 Sorry to hear about the tracking of the order. Let us look into it. Have you reported it to the support team here: https://t.co/TxK11z5H93 ? ^HR,@241849 I'm sorry for the unpleasant experience you are having with this order. Please fill this form: https://t.co/beaaDlIL5C and we'll get back to you soon. ^SI,other_or_unclear,,,
547963,"@AmazonHelp es war amazonlogistics und in berlin, marzahn","AmazonHelp: @247494 Ohje, weißt du zufälligerweise, welcher Transportdienst zugestellt hat? Liebe Grüße ^AN","@247494 Solltest du diesbezüglich noch nicht mit unserem Kundenservice in Kontakt stehen, geben wir deine Beschwerde gerne weiter. Melde dich dazu bei uns, dem Amazon.de Social Media Team: https://t.co/br7bhrlJn8 ^MI",other_or_unclear,,,
568351,"@AmazonHelp Ya dont say? Yeah I know that. I'm talking about an order that shipped Thursday and was ""scheduled"" today and suddenly now it's Tuesday... not the first time either. Try again.","AmazonHelp: @253351 Prime 2 day shipping refers to transit days, not the moment your order is placed. You can see more here: https://t.co/FYSF4Gc1wC ^BA","@253351 I'm sorry for the delay with your order! Have you reported these late deliveries to our Customer Support team? Are you noticing this deliveries coming from a single carrier, or multiple carriers? ^EZ",delivery_tracking,,,
579070,"@AmazonHelp Already called Friday, Saturday and today… what’s going to happen by contacting now? Just keep getting palmed off!!","AmazonHelp: @255992 Hi, we completely understand your frustration with this issue. If you are able to contact us via this link: https://t.co/JzP7hlA23B. We would like to try get to the bottom of this. ^JC.",@255992 Sorry to hear that. Can I ask what reason you were advised that we are unable to provide new codes?^TI,other_or_unclear,,,
607381,@AmazonHelp Est il possible d'échanger en DM ? merci,"AmazonHelp: @264341 Bonjour, il est possible de contacter notre SAV via ce lien https://t.co/hgIrz9pN5g ^Sn","@264341 Vous pouvez initier la conversation en DM.
^ARC",other_or_unclear,,,
612701,"@AmazonHelp Se supone que me tenía que llegar  el día 15 de noviembre pero no me ha llegado nada. Contacté con el vendedor y me propusieron volver a enviarme el producto, pero no me han enviado nada como confirmación y encima me están mareando con la supuesta fecha de envío.","AmazonHelp: @219317 Hola, lamentamos el inconveniente. ¿Podrías confirmarnos cuál es el estado actual del pedido en ""Mis pedidos""? ^DA","@219317 Entiendo, te comento que cuando se presenta una situación de este tipo esta debe ser manejada directamente con el vendedor encargado. De no recibir respuesta puedes presentar una reclamación de nuestra Garantía de la A a la Z: https://t.co/U5D9y9dEnx. ^KS",other_or_unclear,,,
617064,@AmazonHelp I have already contacted you that day only. You ask me for 3 dyas and here i am with nothing. Not a call from you nor a message. You please check and send my product asap.,AmazonHelp: @266398 Apologies for the trouble you've had with your order. I'd like to take a closer look into this. Please share your details here : https://t.co/GIJyeYqKE0 and we'll reach out to you soon. (1/2) ^AS,@266398 Please share your details in the link provided to you earlier and we would assist you accordingly. ^MD,other_or_unclear,,,
619195,@AmazonHelp Looks nice but think it's for the wrong model?,"AmazonHelp: @266930 Woop Woop! if there is ever a time to treat yourself, the bargains in Black friday are that time. I personally love this one and think it looks quite snazzy https://t.co/WQEESwY9SN What do you think?^SM","@266930 Whoops! While we're still on the subject, I quite like this one: https://t.co/wkX487dYQC ^TI",other_or_unclear,,,
646680,@AmazonHelp Eintragen des Gutscheins Codes also geht um eine Rücksendung,AmazonHelp: @273586 Meinst du hier nach Eintragen eines Gutscheincodes oder nach Aufladen des Kontos? ^SK,@273586 Im Falle einer Rücksendung wirst du per E-Mail über die Erstattung informiert. ^MI,other_or_unclear,,,
652121,@AmazonHelp Season 4 isn't,AmazonHelp: @275068 The title you're referring to is available on prime video. Please visit this link : https://t.co/ZXgYXJJXFv ^MO,@275068 We do have Season 4 available on prime video. Request you to check and let us know. ^SD,other_or_unclear,,,
657940,"@AmazonHelp Gracias. Ayer pude comunicarme con un agente quien después de MUCHOS intentos fallidos, fue el único capaz de darme una respuesta certera y buscar una solución para mí. Acabo de recibir mi pedido con 4 días de atraso a lo prometido.","AmazonHelp: @276628 Hola Eva. Nos gustaría verificar tu caso más detalladamente, por favor ingresa en el siguiente enlace y brindanos un resumen de la situación: https://t.co/lFwwV5Aa8g ^HC","@276628 ¡Hola, Eva! Lamento las molestias ocasionadas, nos alegra que haya quedado resuelto.
Agradecemos tus comentarios, siempre los tomamos en cuenta para seguir mejorando. ^LC",other_or_unclear,,,
665465,@AmazonHelp I haven't received anything,AmazonHelp: @278558 Please reply to the correspondence that you've received from our team for any further assistance. ^AM,"@278558 In that case, please share your details here: https://t.co/beaaDm0muc so we could have a look into this &amp; update you. ^RS",delivery_delay,,,
671726,"@AmazonHelp Already did that last night, still no response.
Also, 1st number of delivery boy remain switched off whole day and today number was updated and when i called that number someone else answered that call. Please look into this and get my 5T delivered today.",AmazonHelp: @280268 Sorry to hear that your order delivery has missed the estimated delivery date. Please call us here: https://t.co/vlvfJr4nN9 &amp; we'll get this sorted right away. ^SF,@280268 Apologies for the delay in delivering the product. We would like to take a closer look into this. Please drop your details here: https://t.co/beaaDm0muc and we'll get back to you at the earliest. ^SC,delivery_delay,,,
676961,@AmazonHelp 丁寧な対応を、ありがとうございます。😄,AmazonHelp: @281488 詳細をご案内することができず大変恐縮ですが、セール等のイベントが開催される際はサイト上にてお知らせいたします。お手数ですが、適宜ご確認いただければと存じます。 YM,@281488 どうぞよろしくお願いいたします。 EK,other_or_unclear,,,
686674,@AmazonHelp Que ponía que mi paquete llegaba antes de las 9 de la mañana y no ha llegado aún :(,"AmazonHelp: @283958 Hola, ¿podrías comentarnos un poco más del problema que tienes por favor? ^FZ","@283958 Entiendo, ¿nos podrías indicar cuál es la fecha de entrega estimada que has recibido en el correo electrónico? ^KA",other_or_unclear,,,
728333,"@AmazonHelp It was sold by &amp; being fulfilled by Amazon. Looks like they will try to deliver today, as they were meant to",AmazonHelp: @294489 Sorry to hear. Who was the carrier delivering it? Any update in the tracking since? ^PK,"@294489 ok, let us know how it goes ^AS",other_or_unclear,,,
729876,@AmazonHelp That link is telling me that I can't sign into the account. Do you have another link?,AmazonHelp: @294821 Can you contact us here: https://t.co/shKOGDuKrf? ^MC,@294821 Hey Clare. You can reach out via this link- https://t.co/JzP7hlA23B from here you can request to speak with seller support ^TP,account_email_or_login,,,
758409,@AmazonHelp Ainda tô admirando o brinde 💙💙💙,"AmazonHelp: @301226 Olá! Corremos para entregar os pacotes bem rápido! 🏃 Me diga, você já começou a ler o livro? 🤔 ^CR","@301226 Entendi, rs! Tomara que curta muito da leitura do livro! Abraço! :3 ^CR",other_or_unclear,,,
75976,@AmazonHelp Sure! It's co.uk,"AmazonHelp: @133006 Sorry to hear that, Dalila. Can I ask which Amazon site you use (.com / .co.uk / etc)?^TI","@133006 We want to help you figure this out! Please reach out to us here,  https://t.co/JzP7hlA23B

-RD",other_or_unclear,,,
782011,"@AmazonHelp Frankly there's no use, and please stop giving me this verbatim. And btw I can come how you've escalated the issue",AmazonHelp: @293369 I'm sorry about the stretch. Kindly write back to the last email update you received from us and we will get 1/2 ^GK,@293369 Twitter being a public platform we do not have access to your order related details. (1/2) ^SI,delivery_delay,,,
78834,@AmazonHelp Been waiting for a call back 2 weeks and keep getting told I will get one.your chat agents lock me off and do not respond. Your agents abroad do not and have not answered my questions like where are my items?,"AmazonHelp: @133580 Apologies for the poor experience, Marco. Without posting account information can you tell us more about the issue you're having? We'll be glad to help!^CN",@133580 Sorry to hear that they haven't provided you with answers. Have you tracked your orders though the website? You can find the tracking info here:  https://t.co/aaDyEz1VgE. ^MI,delivery_delay,,,
790616,"@AmazonHelp Je vais le faire, mais mes livraisons par @132988 débouchent SYSTÉMATIQUEMENT sur un problème ! Ma confiance en @120533 n'est plus là!","AmazonHelp: @308529 Bonjour, je suis sincèrement navrée d'apprendre cela. L'avez-vous signalé à notre SAV s'il vous plaît? ^SA",@308529 Nous vous invitons à joindre notre SAV via: https://t.co/hgIrz98cdI afin de nous permettre de prendre les mesures nécessaires.,other_or_unclear,,,
805570,@AmazonHelp Not camaflouged but complimentary hence unexpected and almost went unnoticed. Thanks again. :),AmazonHelp: @311960 Glad you were able to notice it.  It wasn't camouflage although. :) ^NK,@311960 You're most welcome. ^CB,other_or_unclear,,,
829549,@AmazonHelp I have several of these: https://t.co/BUebdhhjf2,"AmazonHelp: @245391 We're happy to help! Just to clarify, is there a certain model or product you wanted to check compatibility with? ^BH","@245391 I reviewed the compatible devices, and it looks like this is the one that's compatible: https://t.co/NbClZ7egpS ^JM",other_or_unclear,,,
832621,@AmazonHelp No not yet - very poor service again - 100% record of failing to deliver on time for me!,AmazonHelp: @318309 Apologies Chris. This is not the service we expect. Were you provided a revised delivery date? ^TP,"@318309 Hi Chris, what is the current status of the order here?  https://t.co/aaDyEz1VgE ^AT",other_or_unclear,,,
832693,@AmazonHelp I haven't received any mail I just received the mresponse message on amazon link,AmazonHelp: @199335 Apologies for the trouble. Please revert to the email you've received from our Social Media Team for more assistance.^RS,"@199335 If you have provided your details before, you should have received an email from us here: (1/2) ^SF",delivery_delay,,,
897570,@AmazonHelp I wrote a review on my package already. Thank you for responding. https://t.co/er5CiYxp2Q,"AmazonHelp: @333159 I'm so sorry! Was your item damaged? Who is the carrier, shown here: https://t.co/Y5jpI9gRhE? ^AG","@333159 You're welcome. If you need any further assistance, please let us know. ^BH",delivery_delay,,,
904237,"@AmazonHelp 本の表紙が若干まがってはいますが折れ線つくほどではないですし交換対応まではいただかなくとも大丈夫です
わざわざご丁寧にどうもです",AmazonHelp: @334661 ご迷惑をおかけしております。商品に問題があった場合、Amazonが発送する商品は返品・交換（可能な商品のみ）にて対応させていただいております。お手数ですが、リンクを参照の上お手続きください。https://t.co/TYbxdUDknb TN,@334661 誠に恐れ入ります。このたびは、ご迷惑をお掛けし申し訳ございませんでした。TN,other_or_unclear,,,
930297,@AmazonHelp Le transporteur est amazon logistics https://t.co/GnxdEBAYRN,"AmazonHelp: @340698 Bonsoir Alex, désolée pour cela 😓 Quel est le transporteur de votre colis je vous prie ? ^MA","@340698 Je suis sincèrement désolée que le colis soit en retard, avez-vous signalé cet incident à notre service client ? ^ASZ",other_or_unclear,,,
941402,@AmazonHelp Vai ter boas promoções? ❤,AmazonHelp: @144298 Vamos ter Black Friday :) no dia 24 de novembro 😁 ^VL,"@144298 Vamos sim, mas são surpresa 😉 Serão anunciadas diretamente no site. ^LG",gift_card_or_promotion,,,
943559,@AmazonHelp My contact Num is 9810666443!! Correct your follies!! DONT ASK ME TO FILL OUT FORMS FOR YOUR POOR OPERATIONS! #amazon #india #news #stupid,AmazonHelp: @343714 Apologies for the hassle. Please share your feedback here: https://t.co/ps0bWK8z7Q and we'll work on it. ^HN,"@343714 Apologies! This being a public platform, we wouldn't be able to check your order/ account related info. (1/3) ^SV",other_or_unclear,,,
944885,"@AmazonHelp @115850 finally it,'s sorted and the prime tag has been removed. which was earlier there. Something wrong with the algorithms","AmazonHelp: @344051 Thank you for flagging this to us, this looks like an error. I've noted your comments and have forwarded internally. ^SM",@344051 I'll take this as a feedback and pass along to the concerned team internally for a review. ^KA,prime_membership_or_benefits,,,
998042,@AmazonHelp Your Kindle Fire is very outdated. You should make a tablet with Snapdragon 835 processor 4GB RAM 64GB Internal storage with Expansion 1/2,AmazonHelp: @313956 Hello! How may I help you? ^HA,@313956 I'll surely pass along your comments internally to the concerned team as feedback. ^SQ,other_or_unclear,,,
502508,@AmazonHelp Game was supposed to release yesterday(Friday). Since I pre ordered I was expecting amazon to ship it early (Thursday). It’s 10am on Saturday,AmazonHelp: @235052 Thanks for reaching out. It isn't uncommon for orders to be shipped closer to the delivery date. Please keep us posted. ^GG,"@235052 If you check your confirmation email, is there an estimated delivery date specified there? Did you get any additional emails about your order?^MA",other_or_unclear,,,
2220219,@AmazonHelp Courier left a parcel on my doorstep in the rain complained via chat and the advisor came across as very unhelpful and quite rude,"AmazonHelp: @648488 I'm sorry to hear about the poor experience. Without posting account info, can you please tell us what happened? ^GR","@648488 Sorry for that, Todd. You can use the survey sent by e-mail to give us further feedback on the agent. Were they able to help? ^JD",other_or_unclear,,,
2830654,"@AmazonHelp Obrigadaaa ...pode deixar q compartilho sim, estou ansiosíssima 😍😍😍😍❤❤❤❤⚘","AmazonHelp: @151194 LóL sua linda! ❤ O importante é que seus pedidos cheguem bem e claro, não esquece de compatilhar uma foto dos livros, certeza vamos amar! 📚 ^DA",@151194 Estamos ansiosos também para ver o que você comprou! ❤❤😍😍 ^DA,other_or_unclear,,,
